BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201804,6,1247,201804,6,1317,124023,744496,CALIFORNIA,6,2018,April,Flood,C,97,SONOMA,MTR,4/6/2018 12:47,PST-8,4/6/2018 13:17,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2,W,CADWELL,2,W,CADWELL,38.3511,-122.8143,38.3511,-122.8142,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.",Roadway flooding reported at Canfield Rd and Schaeffer Rd.,CSV
201804,6,1347,201804,6,1417,124023,744497,CALIFORNIA,6,2018,April,Flood,C,1,ALAMEDA,MTR,4/6/2018 13:47,PST-8,4/6/2018 14:17,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2,SSE,EMERYVILLE,2,SSE,EMERYVILLE,37.8242,-122.2694,37.8244,-122.2692,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.",Roadway flooding reported at I-980 E and I-580 W connecting.,CSV
201804,7,24,201804,7,54,124023,744503,CALIFORNIA,6,2018,April,Flood,C,13,CONTRA COSTA,MTR,4/7/2018 0:24,PST-8,4/7/2018 0:54,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,0,NE,SELBY,0,NE,SELBY,38.0525,-122.2267,38.0524,-122.2268,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.","I-80 E adjacent to the Pomona on ramp, 2 feet of water in number 1 lane.",CSV
201802,3,115,201802,3,939,121903,729647,CALIFORNIA,6,2018,February,Dense Fog,Z,91,SW S.J. VALLEY,HNX,2/3/2018 1:15,PST-8,2/3/2018 9:39,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"While fog was more localized on February 2, the large ridge centered off the California coast strengthened overnight resulting in dense fog becoming more prevalent during the morning of February 3 a low level inversion persisted over the San Joaquin Valley. The fog dissipated by late morning.",Visibility below a quarter mile was reported in Hanford.,CSV
201802,5,135,201802,5,235,121904,729648,CALIFORNIA,6,2018,February,Dense Fog,Z,90,E CENTRAL S.J. VALLEY,HNX,2/5/2018 1:35,PST-8,2/5/2018 2:35,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,"The large upper ridge remained centered off the California coast through the morning of the 5th, and areas of dense fog formed toward daybreak across the western San Joaquin Valley. Many school districts either had delayed openings or delay or cancelled morning bus service, California Highway Patrol was pacing traffic on State Routes 198 and 41. The fog dissipated by late morning.",Visibility below a quarter mile was reported in Atwater.,CSV
201802,5,342,201802,5,945,121904,729650,CALIFORNIA,6,2018,February,Dense Fog,Z,91,SW S.J. VALLEY,HNX,2/5/2018 3:42,PST-8,2/5/2018 9:45,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"The large upper ridge remained centered off the California coast through the morning of the 5th, and areas of dense fog formed toward daybreak across the western San Joaquin Valley. Many school districts either had delayed openings or delay or cancelled morning bus service, California Highway Patrol was pacing traffic on State Routes 198 and 41. The fog dissipated by late morning.",Visibility below a quarter mile was reported in Hanford. California Highway Patrol was pacing traffic between Cairo Ave and Excelsior Ave. Several school districts opened late and delayed or cancelled bus service due to dense fog.,CSV
201802,5,342,201802,5,930,121904,729651,CALIFORNIA,6,2018,February,Dense Fog,Z,89,W CENTRAL S.J. VALLEY,HNX,2/5/2018 3:42,PST-8,2/5/2018 9:30,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"The large upper ridge remained centered off the California coast through the morning of the 5th, and areas of dense fog formed toward daybreak across the western San Joaquin Valley. Many school districts either had delayed openings or delay or cancelled morning bus service, California Highway Patrol was pacing traffic on State Routes 198 and 41. The fog dissipated by late morning.",Visibility of 500 and 600 feet was reported at the intersection of State Route 41 and Adams Ave. California Highway Patrol was pacing traffic on State Route 41 between Adams Ave and Cairo Ave. Several school districts opened late and delayed or cancelled bus service due to dense fog.,CSV
201802,18,530,201802,18,531,123820,742906,CALIFORNIA,6,2018,February,High Wind,Z,73,MONO,REV,2/18/2018 5:30,PST-8,2/18/2018 5:31,0,0,0,0,,,Mesonet,109,MG,,,,,,,,,,,,,,,,,,,,"Low pressure over the northeast Pacific on the 17th moved southeast, reaching northern California on the 18th. This system brought high winds and snowfall to the Sierra Nevada and northeastern California.","Mesonet station WMSRS, 9 miles northeast of Chalfant reported a wind gust of 125 mph.",CSV
201804,6,2021,201804,6,2051,124023,744502,CALIFORNIA,6,2018,April,Flood,C,75,SAN FRANCISCO,MTR,4/6/2018 20:21,PST-8,4/6/2018 20:51,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3,NE,SAN FRANCISCO,3,NE,SAN FRANCISCO,37.7749,-122.406,37.7751,-122.4058,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.","I-80 at 7th St in San Francisco, all lanes flooded, 1.5 feet deep.",CSV
201804,6,1220,201804,6,1250,124023,744491,CALIFORNIA,6,2018,April,Flood,C,75,SAN FRANCISCO,MTR,4/6/2018 12:20,PST-8,4/6/2018 12:50,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3,NE,SAN FRANCISCO,3,NE,SAN FRANCISCO,37.7791,-122.4012,37.7791,-122.401,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.",Roadway flooding reported at I-80W and Harrison St off ramp.,CSV
201804,6,1411,201804,6,1441,124023,744498,CALIFORNIA,6,2018,April,Flood,C,97,SONOMA,MTR,4/6/2018 14:11,PST-8,4/6/2018 14:41,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,0,E,BODEGA,0,E,BODEGA,38.3491,-122.9616,38.3489,-122.9614,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.",Roadway flooding reported at Joy Rd and Bodega Highway.,CSV
201804,6,1415,201804,6,1445,124023,744499,CALIFORNIA,6,2018,April,Flood,C,1,ALAMEDA,MTR,4/6/2018 14:15,PST-8,4/6/2018 14:45,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2,SSW,EMERYVILLE,2,SSW,EMERYVILLE,37.8282,-122.2946,37.8278,-122.2948,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.",Roadway flooding at I-580 W and I-80 E.,CSV
201804,6,1424,201804,6,1454,124023,744500,CALIFORNIA,6,2018,April,Flood,C,97,SONOMA,MTR,4/6/2018 14:24,PST-8,4/6/2018 14:54,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,S,BLOOMFIELD,1,S,BLOOMFIELD,38.3104,-122.8514,38.3103,-122.8513,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.",Roadway flooding at Valley Ford Road and Bloomfield Road.,CSV
201802,28,1300,201802,28,2359,122451,733210,CALIFORNIA,6,2018,February,Heavy Snow,Z,83,NORTH CENTRAL & SOUTHEAST SISKIYOU COUNTY,MFR,2/28/2018 13:00,PST-8,2/28/2018 23:59,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,An extended winter storm began in 02/28/18 and continued into March.  Several locations in Siskiyou county got heavy snow on the last night of the month.,A spotter in Tennant reported 12.0 inches of snow in 24 hours ending at 01/1730 PST. The timing of the snow was unknown.,CSV
201802,22,0,201802,22,800,122157,731210,CALIFORNIA,6,2018,February,Heavy Snow,Z,80,WESTERN SISKIYOU COUNTY,MFR,2/22/2018 0:00,PST-8,2/22/2018 8:00,0,0,0,0,0.00K,0.00K,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,A short wave aloft brought a band of precipitation into a cold air mass that was already in place over northern California in the morning hours on this date.  This caused a brief but intense snow event over the area.,A CoCoRaHS observer 10 E Orleans reported 4.0 inches of snow ending at 0800 PST.  The snow began sometime after midnight.,CSV
201802,22,1026,201802,22,1030,122442,733091,CALIFORNIA,6,2018,February,Strong Wind,Z,511,EAST BAY HILLS AND THE DIABLO RANGE,MTR,2/22/2018 10:26,PST-8,2/22/2018 10:30,0,0,0,0,2.00K,0.00K,Law Enforcement,35,EG,,,,,,,,,,,,,,,,,,,,A weak short wave trough brought scattered thunderstorms to the region towards the end of February. This system brought gusty winds and small hail to the area.,CHP reported a tree had fallen on a vehicle. Wind speed unknown.,CSV
201802,26,1538,201802,26,1543,122444,733124,CALIFORNIA,6,2018,February,Hail,C,97,SONOMA,MTR,2/26/2018 15:38,PST-8,2/26/2018 15:43,0,0,0,0,0.00K,0.00K,Trained Spotter,0.25,,,,,,,,,,,0,N,SANTA ROSA,0,N,SANTA ROSA,38.45,-122.7,38.45,-122.7,A cold front behind a weak upper level trough brought scattered thunderstorms to the region dumping pea sized hail across the Bay Area.,,CSV
201802,26,1436,201802,26,1441,122444,733125,CALIFORNIA,6,2018,February,Hail,C,85,SANTA CLARA,MTR,2/26/2018 14:36,PST-8,2/26/2018 14:41,0,0,0,0,0.00K,0.00K,Trained Spotter,0.25,,,,,,,,,,,1,NNW,GILROY,1,NNW,GILROY,37.0334,-121.5769,37.0334,-121.5769,A cold front behind a weak upper level trough brought scattered thunderstorms to the region dumping pea sized hail across the Bay Area.,Pea sized hail reported near Gilroy.,CSV
201802,26,1623,201802,26,1628,122444,733127,CALIFORNIA,6,2018,February,Hail,C,13,CONTRA COSTA,MTR,2/26/2018 16:23,PST-8,2/26/2018 16:28,0,0,0,0,0.00K,0.00K,Trained Spotter,0.25,,,,,,,,,,,0,N,PLEASANT HILL,0,N,PLEASANT HILL,37.95,-122.08,37.95,-122.08,A cold front behind a weak upper level trough brought scattered thunderstorms to the region dumping pea sized hail across the Bay Area.,,CSV
201802,26,1700,201802,26,1705,122444,733128,CALIFORNIA,6,2018,February,Hail,C,75,SAN FRANCISCO,MTR,2/26/2018 17:00,PST-8,2/26/2018 17:05,0,0,0,0,0.00K,0.00K,CoCoRaHS,0.25,,,,,,,,,,,3,WNW,SAN FRANCISCO,3,WNW,SAN FRANCISCO,37.7594,-122.51,37.7594,-122.51,A cold front behind a weak upper level trough brought scattered thunderstorms to the region dumping pea sized hail across the Bay Area.,Hail reported near San Francisco.,CSV
201804,6,1244,201804,6,1314,124023,744494,CALIFORNIA,6,2018,April,Flood,C,97,SONOMA,MTR,4/6/2018 12:44,PST-8,4/6/2018 13:14,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,WNW,AGUA CALIENTE,1,WNW,AGUA CALIENTE,38.3227,-122.4957,38.3226,-122.4956,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.",Roadway flooding reported at Brookside Rd and W Agua Caliente Rd.,CSV
201804,6,1245,201804,6,1315,124023,744495,CALIFORNIA,6,2018,April,Flood,C,97,SONOMA,MTR,4/6/2018 12:45,PST-8,4/6/2018 13:15,0,0,0,0,0.00K,0.00K,County Official,,,Heavy Rain,,,,,,,,,0,SW,BODEGA,0,SSW,BODEGA,38.3454,-122.974,38.3454,-122.9738,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.",Bodega Highway at Salmon Creek closed due to flooding.,CSV
201804,6,1241,201804,6,1311,124023,744493,CALIFORNIA,6,2018,April,Flood,C,97,SONOMA,MTR,4/6/2018 12:41,PST-8,4/6/2018 13:11,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2,SSW,BARLOW,2,SSW,BARLOW,38.3916,-122.88,38.3914,-122.8799,"A late season Atmospheric River impacted the area in early April. A very moist airmass made landfall across the North Bay before moving southward across the rest of the Bay Area. The Oakland sounding measured record PWAT values of 1.69. The absence of large scale forcing prevent record breaking rainfall. Enough rain did fall, however, to cause minoir/nuisance flooding across much of the region. Numerous flood advisories were issued. Storm total rainfall amounts up to 7 were reported. The bulk of the impacts were felt on April 6,7.",Roadway flooding reported at Sexton Road and Bodega Highway.,CSV
